"","service_point_sn","id.x","min_5_flow","date","MinCons_60"
"1888","3004522137",109,0,2017-03-24,1
"1889","3004522137",109,0,2017-05-24,1
"1890","3004522137",109,0,2017-05-25,1
"1891","3004522137",109,0,2017-06-19,1
"1892","3004522137",109,0,2017-10-10,1
"1893","3004522137",109,0,2017-10-11,1
"1894","3004522137",109,0,2017-11-01,1
"1895","3004522137",109,0,2017-11-04,1
"1896","3004522137",109,0,2017-11-11,1
"1897","3004522137",109,0,2017-11-12,1
"1898","3004522137",109,0,2017-11-17,1
"1899","3004522137",109,0,2017-11-30,1
"1900","3004522137",109,0,2017-12-17,1
"1901","3004522137",109,0,2017-12-24,1
"1902","3004522137",109,0,2017-12-28,1
"1903","3004522137",109,0,2018-01-11,1
"1904","3004522137",109,0,2018-01-21,1
"1905","3004522137",109,0,2018-01-25,1
"1906","3004522137",109,0,2018-02-04,1
"1907","3004522137",109,0,2018-02-05,1
"1908","3004522137",109,0,2018-02-09,1
"1909","3004522137",109,0,2018-02-12,1
"1910","3004522137",109,0,2018-02-13,1
"1911","3004522137",109,0,2018-02-14,1
"1912","3004522137",109,0,2018-02-17,1
"1913","3004522137",109,0,2018-02-19,1
"1914","3004522137",109,0,2018-02-20,1
"1915","3004522137",109,0,2018-02-22,1
"1916","3004522137",109,0,2018-02-23,1
"1917","3004522137",109,0,2018-02-24,1
"1918","3004522137",109,0,2018-02-25,1
"1919","3004522137",109,0,2018-02-26,1
"1920","3004522137",109,0,2018-02-27,1
"1921","3004522137",109,0,2018-02-28,1
"1922","3004522137",109,0,2018-03-02,1
"1923","3004522137",109,0,2018-03-03,1
"1924","3004522137",109,0,2018-03-05,1
"1925","3004522137",109,0,2018-03-08,1
"1926","3004522137",109,0,2018-03-09,1
"1927","3004522137",109,0,2018-03-10,1
"1928","3004522137",109,0,2018-03-12,1
"1929","3004522137",109,0,2018-03-14,1
"1930","3004522137",109,0,2018-03-15,1
"1931","3004522137",109,0,2018-03-17,1
"1932","3004522137",109,0,2018-03-18,1
"1933","3004520700",110,0,2016-11-14,25
"1934","3004520700",110,18,2016-11-15,19
"1935","3100250350",279,0,2018-03-10,2
"1936","3100249934",280,0,2017-05-27,2
"1937","3100249934",280,0,2017-06-27,1
"1938","3100249934",280,0,2017-09-27,3
"1939","3100249934",280,0,2017-10-02,1
"1940","3100249934",280,0,2017-10-03,2
"1941","3100249934",280,0,2017-10-04,3
"1942","3100249934",280,0,2017-10-07,2
"1943","3100249934",280,0,2017-10-15,3
"1944","3100249934",280,0,2017-10-16,4
"1945","3100249934",280,0,2017-11-16,3
"1946","3100249934",280,0,2017-11-20,2
"1947","3100249934",280,0,2017-11-23,5
"1948","3100249934",280,0,2017-11-24,4
"1949","3100249934",280,0,2017-11-25,2
"1950","3100249934",280,0,2017-11-27,3
"1951","3100249934",280,0,2017-12-05,2
"1952","3100249934",280,0,2017-12-06,6
"1953","3100249934",280,0,2017-12-07,7
"1954","3100249934",280,0,2017-12-08,10
"1955","3100249934",280,0,2017-12-11,2
"1956","3100249934",280,0,2018-03-14,1
"1957","3100249994",281,0,2016-03-30,2
"1958","3100249994",281,0,2016-06-23,1
"1959","3100249994",281,0,2016-11-18,1
"1960","3100249994",281,0,2017-01-03,2
"1961","3100249994",281,0,2017-03-24,2
"1962","3100249994",281,0,2017-03-25,2
"1963","3100249994",281,0,2017-06-21,1
"1964","3100249994",281,0,2017-08-15,3
"1965","3100249994",281,0,2017-09-10,1
"1966","3100249994",281,0,2017-09-16,2
"1967","3100250054",282,0,2016-04-04,1
"1968","3100250054",282,0,2016-05-08,1
"1969","3100250054",282,0,2016-05-21,2
"1970","3100250054",282,0,2016-05-30,3
"1971","3100250054",282,0,2016-05-31,1
"1972","3100250054",282,0,2016-06-02,1
"1973","3100250054",282,0,2016-06-03,1
"1974","3100250054",282,0,2016-06-10,3
"1975","3100250054",282,0,2016-06-13,1
"1976","3100250054",282,1,2016-06-19,2
"1977","3100250054",282,0,2016-06-24,3
"1978","3100250054",282,0,2016-07-10,1
"1979","3100250054",282,0,2016-07-14,2
"1980","3100250054",282,0,2016-08-11,3
"1981","3100250054",282,0,2016-08-12,2
"1982","3100250054",282,0,2016-08-16,1
"1983","3100250054",282,0,2016-08-18,2
"1984","3100250054",282,0,2016-08-29,3
"1985","3100250054",282,0,2016-09-06,1
"1986","3100250054",282,0,2016-09-19,1
"1987","3100250054",282,0,2016-09-20,1
"1988","3100250054",282,0,2016-09-21,2
"1989","3100250054",282,0,2016-10-04,1
"1990","3100250054",282,0,2016-10-06,3
"1991","3100250054",282,0,2016-10-07,3
"1992","3100250054",282,0,2016-10-08,1
"1993","3100250054",282,0,2016-10-09,1
"1994","3100250054",282,0,2016-10-10,1
"1995","3100250054",282,0,2016-10-15,1
"1996","3100250054",282,0,2016-10-16,1
"1997","3100250054",282,0,2016-10-23,1
"1998","3100250054",282,0,2016-10-24,2
"1999","3100250054",282,0,2016-10-28,1
"2000","3100250054",282,0,2016-10-29,1
"2001","3100250054",282,0,2016-10-30,1
"2002","3100250054",282,0,2016-10-31,1
"2003","3100250054",282,0,2016-11-01,1
"2004","3100250054",282,0,2016-11-03,2
"2005","3100250054",282,0,2016-11-05,1
"2006","3100250054",282,0,2016-11-06,1
"2007","3100250054",282,0,2016-11-10,1
"2008","3100250054",282,0,2016-11-15,2
"2009","3100250054",282,0,2016-11-18,1
"2010","3100250054",282,0,2016-11-20,1
"2011","3100250054",282,0,2016-11-23,1
"2012","3100250054",282,0,2016-11-24,1
"2013","3100250054",282,0,2016-11-27,2
"2014","3100250054",282,0,2016-11-28,1
"2015","3100250054",282,0,2016-11-30,1
"2016","3100250054",282,0,2016-12-01,2
"2017","3100250054",282,0,2016-12-02,1
"2018","3100250054",282,0,2016-12-04,1
"2019","3100250054",282,0,2016-12-05,1
"2020","3100250054",282,0,2016-12-06,1
"2021","3100250054",282,0,2016-12-09,1
"2022","3100250054",282,0,2016-12-10,2
"2023","3100250054",282,0,2016-12-26,2
"2024","3100250054",282,0,2016-12-29,1
"2025","3100250054",282,0,2017-01-03,1
"2026","3100250054",282,0,2017-01-05,2
"2027","3100250054",282,0,2017-01-08,1
"2028","3100250054",282,0,2017-01-10,1
"2029","3100250054",282,0,2017-01-12,1
"2030","3100250054",282,0,2017-01-15,2
"2031","3100250054",282,0,2017-01-20,2
"2032","3100250054",282,0,2017-01-21,1
"2033","3100250054",282,0,2017-01-26,1
"2034","3100250054",282,0,2017-01-28,1
"2035","3100250054",282,0,2017-01-31,1
"2036","3100250054",282,0,2017-02-02,2
"2037","3100250054",282,0,2017-02-03,2
"2038","3100250054",282,0,2017-02-08,1
"2039","3100250054",282,0,2017-02-12,1
"2040","3100250054",282,0,2017-02-13,1
"2041","3100250054",282,0,2017-02-14,1
"2042","3100250054",282,0,2017-02-17,1
"2043","3100250054",282,0,2017-02-19,2
"2044","3100250054",282,0,2017-02-22,1
"2045","3100250054",282,0,2017-02-23,1
"2046","3100250054",282,0,2017-02-24,1
"2047","3100250054",282,0,2017-02-28,1
"2048","3100250054",282,0,2017-03-01,1
"2049","3100250054",282,0,2017-03-02,1
"2050","3100250054",282,0,2017-03-07,1
"2051","3100250054",282,0,2017-03-13,3
"2052","3100250054",282,0,2017-03-16,2
"2053","3100250054",282,0,2017-03-22,2
"2054","3100250054",282,0,2017-03-28,1
"2055","3100250054",282,0,2017-04-23,4
"2056","3100250054",282,0,2017-05-08,1
"2057","3100250054",282,0,2017-05-12,1
"2058","3100250054",282,0,2017-05-18,4
"2059","3100250054",282,0,2017-05-22,2
"2060","3100250054",282,0,2017-05-24,2
"2061","3100250054",282,0,2017-05-27,2
"2062","3100250054",282,0,2017-05-28,2
"2063","3100250054",282,0,2017-05-29,4
"2064","3100250054",282,0,2017-05-30,1
"2065","3100250054",282,0,2017-06-03,3
"2066","3100250054",282,0,2017-06-04,2
"2067","3100250054",282,0,2017-06-06,2
"2068","3100250054",282,0,2017-06-08,1
"2069","3100250054",282,0,2017-06-09,3
"2070","3100250054",282,0,2017-06-10,2
"2071","3100250054",282,0,2017-06-17,4
"2072","3100250054",282,0,2017-06-18,1
"2073","3100250054",282,0,2017-06-23,2
"2074","3100250054",282,0,2017-06-26,1
"2075","3100250054",282,0,2017-06-27,3
"2076","3100250054",282,0,2017-06-28,2
"2077","3100250054",282,0,2017-06-30,5
"2078","3100250054",282,0,2017-07-09,1
"2079","3100250054",282,0,2017-07-11,2
"2080","3100250054",282,0,2017-07-20,1
"2081","3100250054",282,0,2017-07-25,2
"2082","3100250054",282,0,2017-07-29,3
"2083","3100250054",282,0,2017-07-30,3
"2084","3100250054",282,0,2017-08-05,3
"2085","3100250054",282,0,2017-08-08,1
"2086","3100250054",282,0,2017-08-12,2
"2087","3100250054",282,0,2017-08-15,4
"2088","3100250054",282,0,2017-08-26,4
"2089","3100250054",282,0,2017-08-30,1
"2090","3100250054",282,0,2017-09-08,1
"2091","3100250054",282,0,2017-09-10,1
"2092","3100250054",282,0,2017-09-15,3
"2093","3100250054",282,0,2017-09-16,1
"2094","3100250054",282,0,2017-09-20,1
"2095","3100250054",282,0,2017-09-23,3
"2096","3100250054",282,0,2017-10-01,1
"2097","3100250054",282,0,2017-10-05,1
"2098","3100250054",282,0,2017-10-20,2
"2099","3100250054",282,0,2017-10-26,3
"2100","3100250054",282,0,2017-10-28,2
"2101","3100250054",282,0,2017-10-29,1
"2102","3100250054",282,0,2017-11-08,1
"2103","3100250054",282,0,2017-11-11,2
"2104","3100250054",282,0,2017-11-13,4
"2105","3100250054",282,0,2017-11-19,3
"2106","3100250054",282,0,2017-11-29,3
"2107","3100250054",282,0,2017-12-27,1
"2108","3100250054",282,0,2017-12-28,1
"2109","3100250054",282,0,2018-01-01,1
"2110","3100250054",282,0,2017-12-31,1
"2111","3100250054",282,0,2018-01-05,1
"2112","3100250054",282,0,2018-01-06,1
"2113","3100250054",282,0,2018-01-07,2
"2114","3100250054",282,0,2018-02-06,1
"2115","3100250054",282,0,2018-02-19,3
"2116","3100250054",282,0,2018-02-26,3
"2117","3100250054",282,0,2018-03-06,1
"2118","3005448687",349,0,2017-01-17,2
"2119","3005448687",349,0,2017-03-14,6
"2120","3004479786",73,0,2016-03-17,4
"2121","3004479786",73,0,2016-03-22,1
"2122","3004479786",73,0,2017-07-08,9
"2123","3004479109",77,24,2016-04-12,24
"2124","3004479799",79,1,2018-01-24,1
"2125","3004479799",79,0,2018-02-09,1
"2126","3004479799",79,0,2018-03-04,1
"2127","3004480067",80,0,2016-04-03,3
"2128","3004480369",81,0,2016-12-09,1
"2129","3004480369",81,0,2016-12-18,3
"2130","3004480369",81,0,2016-12-28,1
"2131","3004480369",81,0,2017-05-08,1
"2132","3004480369",81,0,2017-05-16,2
"2133","3004480369",81,0,2017-05-22,3
"2134","3004480369",81,0,2017-05-25,2
"2135","3004480369",81,0,2017-05-27,3
"2136","3004480369",81,0,2017-05-28,1
"2137","3004480369",81,0,2017-05-29,2
"2138","3004480369",81,0,2017-06-01,3
"2139","3004480369",81,0,2017-06-02,1
"2140","3004480369",81,0,2017-06-04,2
"2141","3004480369",81,1,2017-06-05,3
"2142","3004480369",81,0,2017-06-06,1
"2143","3004480369",81,0,2017-06-07,2
"2144","3004480369",81,2,2017-06-08,3
"2145","3004480369",81,2,2017-06-09,3
"2146","3004480369",81,0,2017-06-10,1
"2147","3004480369",81,0,2017-06-11,5
"2148","3004480369",81,4,2017-06-12,4
"2149","3004480369",81,2,2017-06-13,3
"2150","3004480369",81,1,2017-06-14,4
"2151","3004480369",81,2,2017-06-15,4
"2152","3004480369",81,2,2017-06-16,2
"2153","3004480369",81,1,2017-06-17,2
"2154","3004480369",81,1,2017-06-18,2
"2155","3004480369",81,1,2017-06-19,2
"2156","3004480369",81,1,2017-06-20,3
"2157","3004480369",81,2,2017-06-21,2
"2158","3004480369",81,2,2017-06-23,2
"2159","3004480369",81,1,2017-06-24,4
"2160","3004480369",81,4,2017-06-25,4
"2161","3004480369",81,1,2017-06-28,2
"2162","3004480369",81,1,2017-06-29,3
"2163","3004480369",81,2,2017-06-30,4
"2164","3004480369",81,1,2017-07-01,3
"2165","3004480369",81,2,2017-07-02,3
"2166","3004480369",81,2,2017-07-03,5
"2167","3004480369",81,5,2017-07-05,5
"2168","3004480369",81,4,2017-07-06,4
"2169","3004480369",81,4,2017-07-07,6
"2170","3004480369",81,4,2017-07-08,3
"2171","3004480369",81,2,2017-07-09,8
"2172","3004480369",81,7,2017-07-10,6
"2173","3004480369",81,5,2017-07-11,5
"2174","3004480369",81,2,2017-07-12,2
"2175","3004480369",81,2,2017-07-13,5
"2176","3004480369",81,1,2017-07-14,5
"2177","3004480369",81,2,2017-07-15,3
"2178","3004480369",81,1,2017-07-16,3
"2179","3004480369",81,2,2017-07-17,3
"2180","3004480369",81,2,2017-07-18,4
"2181","3004480369",81,2,2017-07-19,4
"2182","3004480369",81,4,2017-07-20,3
"2183","3004480369",81,0,2017-07-21,1
"2184","3004480369",81,0,2017-07-22,1
"2185","3004480369",81,0,2017-07-24,6
"2186","3004480369",81,1,2017-07-25,1
"2187","3004480369",81,0,2017-07-31,2
"2188","3004480369",81,2,2017-08-01,3
"2189","3004480369",81,2,2017-08-04,2
"2190","3004480369",81,1,2017-08-05,1
"2191","3004480369",81,1,2017-09-01,1
"2192","3004480369",81,1,2017-09-02,1
"2193","3004480369",81,0,2017-09-06,1
"2194","3004480369",81,0,2017-09-13,1
"2195","3004480369",81,0,2017-09-16,1
"2196","3004480369",81,1,2017-09-17,5
"2197","3004480369",81,0,2017-11-07,1
"2198","3005448435",351,0,2017-09-30,2
"2199","3004480195",27,0,2016-07-12,2
"2200","3004478970",29,0,2016-03-20,1
"2201","3004478970",29,0,2016-03-24,5
"2202","3004478970",29,1,2016-03-28,10
"2203","3004478970",29,0,2016-03-29,8
"2204","3004478970",29,2,2016-03-30,2
"2205","3004478970",29,0,2016-04-01,1
"2206","3004478970",29,1,2016-04-04,1
"2207","3004478970",29,2,2016-04-05,2
"2208","3004478970",29,2,2016-04-07,3
"2209","3004478970",29,2,2016-04-08,8
"2210","3004478970",29,1,2016-05-13,3
"2211","3004478970",29,2,2016-05-14,4
"2212","3004478970",29,4,2016-05-15,4
"2213","3004478970",29,5,2016-05-17,5
"2214","3004478970",29,5,2016-05-18,7
"2215","3004478970",29,6,2016-05-19,7
"2216","3004478970",29,5,2016-05-18,7
"2217","3004478970",29,0,2016-07-10,1
"2218","3004478970",29,0,2016-08-14,4
"2219","3004478970",29,0,2017-03-30,1
"2220","3004478970",29,0,2017-04-08,1
"2221","3004478970",29,0,2017-04-11,1
"2222","3004478970",29,0,2017-04-17,1
"2223","3004478970",29,0,2017-04-23,1
"2224","3004478970",29,0,2017-04-24,1
"2225","3004478970",29,0,2017-04-27,1
"2226","3004478970",29,0,2017-04-28,1
"2227","3004478970",29,0,2017-05-02,1
"2228","3004478970",29,0,2017-05-05,1
"2229","3004478970",29,0,2017-05-10,2
"2230","3004478970",29,0,2017-05-11,1
"2231","3004478970",29,0,2017-05-12,1
"2232","3004478970",29,0,2017-05-13,2
"2233","3004478970",29,0,2017-05-15,4
"2234","3004478970",29,0,2017-05-16,2
"2235","3004478970",29,0,2017-05-18,1
"2236","3004478970",29,0,2017-05-20,1
"2237","3004478970",29,1,2017-05-25,2
"2238","3004478970",29,0,2017-05-26,1
"2239","3004478970",29,1,2017-05-28,1
"2240","3004478970",29,0,2017-05-30,2
"2241","3004478970",29,0,2017-05-31,1
"2242","3004478970",29,0,2017-06-01,1
"2243","3004478970",29,0,2017-06-02,2
"2244","3004478970",29,1,2017-06-03,2
"2245","3004478970",29,2,2017-06-04,2
"2246","3004478970",29,0,2017-06-05,1
"2247","3004478970",29,0,2017-06-06,1
"2248","3004478970",29,0,2017-06-07,2
"2249","3004478970",29,0,2017-06-08,1
"2250","3004478970",29,1,2017-06-09,2
"2251","3004478970",29,0,2017-06-10,1
"2252","3004478970",29,1,2017-06-11,2
"2253","3004478970",29,0,2017-06-13,1
"2254","3004478970",29,0,2017-06-14,1
"2255","3004478970",29,0,2017-06-15,2
"2256","3004479266",30,52,2016-03-16,52
"2257","3004479266",30,50,2016-03-19,52
"2258","3004479266",30,50,2016-03-21,54
"2259","3004479266",30,50,2016-03-22,53
"2260","3004479266",30,50,2016-03-24,51
"2261","3004479266",30,50,2016-03-25,54
"2262","3004479266",30,52,2016-03-26,52
"2263","3004479266",30,53,2016-04-02,53
"2264","3004479266",30,54,2016-04-10,54
"2265","3004479266",30,52,2016-04-12,59
"2266","3004479266",30,54,2016-04-14,56
"2267","3004479266",30,59,2016-04-16,57
"2268","3004479266",30,56,2016-04-17,58
"2269","3004479266",30,56,2016-04-18,57
"2270","3004479266",30,56,2016-04-18,57
"2271","3004479266",30,55,2016-04-19,57
"2272","3004479266",30,26,2016-04-20,27
"2273","3004479266",30,26,2016-04-21,31
"2274","3004479266",30,31,2016-04-22,32
"2275","3004479266",30,31,2016-04-25,32
"2276","3004479266",30,31,2016-04-26,32
"2277","3004479266",30,31,2016-04-27,32
"2278","3004479266",30,32,2016-04-28,32
"2279","3004479266",30,32,2016-04-29,33
"2280","3004479266",30,30,2016-04-30,32
"2281","3004479266",30,30,2016-05-01,31
"2282","3004479637",31,0,2018-02-24,6
"2283","3004479917",32,0,2016-10-31,1
"2284","3004480211",33,0,2016-07-16,10
"2285","3004478742",34,0,2016-03-18,1
"2286","3004478742",34,0,2016-03-19,1
"2287","3004478742",34,0,2016-03-25,1
"2288","3004478742",34,0,2016-03-26,2
"2289","3004478742",34,0,2016-03-30,2
"2290","3004478742",34,2,2016-04-02,7
"2291","3004478742",34,5,2016-04-03,12
"2292","3004478742",34,7,2016-04-04,8
"2293","3004478742",34,7,2016-04-05,4
"2294","3004478742",34,2,2016-04-06,5
"2295","3004478742",34,4,2016-04-07,3
"2296","3004478742",34,2,2016-04-08,3
"2297","3004478742",34,1,2016-04-09,4
"2298","3004478742",34,4,2016-04-12,2
"2299","3004478742",34,1,2016-04-13,2
"2300","3004478742",34,1,2016-04-17,2
"2301","3004478742",34,0,2016-04-20,2
"2302","3004478742",34,0,2016-04-23,3
"2303","3004478742",34,0,2016-04-24,3
"2304","3004478742",34,2,2016-04-26,3
"2305","3004478742",34,2,2016-04-27,4
"2306","3004478742",34,4,2016-04-28,3
"2307","3004478742",34,0,2016-04-29,4
"2308","3004478742",34,4,2016-04-30,3
"2309","3004478742",34,2,2016-05-01,2
"2310","3004478742",34,4,2016-05-03,3
"2311","3004478742",34,0,2016-05-05,3
"2312","3004478742",34,0,2016-05-10,5
"2313","3004478742",34,4,2016-05-11,3
"2314","3004478742",34,1,2016-05-13,4
"2315","3004478742",34,2,2016-05-16,4
"2316","3004478742",34,0,2016-05-18,3
"2317","3004478742",34,1,2016-05-19,4
"2318","3004478742",34,0,2016-05-18,3
"2319","3004478742",34,4,2016-05-20,2
"2320","3004478742",34,2,2016-05-22,4
"2321","3004478742",34,1,2016-05-24,4
"2322","3004478742",34,4,2016-05-25,4
"2323","3004478742",34,1,2016-05-26,3
"2324","3004478742",34,2,2016-05-27,3
"2325","3004478742",34,2,2016-06-04,3
"2326","3004478742",34,0,2016-06-05,3
"2327","3004478742",34,2,2016-06-06,3
"2328","3004478742",34,1,2016-06-07,1
"2329","3004478742",34,0,2016-06-08,2
"2330","3004478742",34,1,2016-06-09,3
"2331","3004478742",34,2,2016-06-12,3
"2332","3004478742",34,2,2016-06-13,3
"2333","3004478742",34,2,2016-06-14,3
"2334","3004478742",34,5,2016-06-16,4
"2335","3004478742",34,4,2016-06-18,3
"2336","3004478742",34,2,2016-06-19,4
"2337","3004478742",34,4,2016-06-20,4
"2338","3004478742",34,4,2016-06-22,4
"2339","3004478742",34,2,2016-06-23,4
"2340","3004478742",34,4,2016-06-24,4
"2341","3004478742",34,4,2016-06-25,4
"2342","3004478742",34,4,2016-06-26,3
"2343","3004478742",34,2,2016-06-27,2
"2344","3004478742",34,0,2016-06-28,1
"2345","3004478742",34,0,2016-06-29,4
"2346","3004478742",34,4,2016-07-05,4
"2347","3004478742",34,4,2016-07-12,4
"2348","3004478742",34,4,2016-07-16,4
"2349","3004478742",34,4,2016-07-17,4
"2350","3004478742",34,2,2016-07-19,4
"2351","3004478742",34,4,2016-07-20,3
"2352","3004478742",34,2,2016-07-21,6
"2353","3004478742",34,4,2016-07-23,4
"2354","3004478742",34,4,2016-07-25,9
"2355","3004478742",34,8,2016-07-27,11
"2356","3004478742",34,8,2016-07-28,7
"2357","3004478742",34,6,2016-07-29,7
"2358","3004478742",34,7,2016-07-30,5
"2359","3004478742",34,4,2016-07-31,7
"2360","3004478742",34,5,2016-08-04,6
"2361","3004478742",34,4,2016-08-14,4
"2362","3004478742",34,4,2016-08-15,5
"2363","3004478742",34,5,2016-08-16,6
"2364","3004478742",34,5,2016-08-17,6
"2365","3004478742",34,4,2016-08-18,4
"2366","3004478742",34,4,2016-08-19,8
"2367","3004478742",34,7,2016-08-20,3
"2368","3004478742",34,2,2016-08-21,5
"2369","3004478742",34,5,2016-08-22,6
"2370","3004478742",34,6,2016-08-23,8
"2371","3004478742",34,4,2016-08-24,6
"2372","3004478742",34,2,2016-08-26,4
"2373","3004478742",34,5,2016-08-28,5
"2374","3004478742",34,4,2016-09-01,4
"2375","3004478742",34,4,2016-09-02,9
"2376","3004478742",34,8,2016-09-03,7
"2377","3004478742",34,6,2016-09-05,9
"2378","3004478742",34,5,2016-09-09,3
"2379","3004478742",34,5,2016-09-07,4
"2380","3004478742",34,4,2016-09-08,5
"2381","3004478742",34,4,2016-09-13,10
"2382","3004478742",34,6,2016-09-19,4
"2383","3004478742",34,4,2016-09-21,5
"2384","3004478742",34,5,2016-09-25,12
"2385","3004478742",34,4,2016-09-23,6
"2386","3004478742",34,6,2016-09-26,6
"2387","3004478742",34,4,2016-09-29,6
"2388","3004478742",34,5,2016-09-24,5
"2389","3004478742",34,4,2016-09-30,4
"2390","3004478742",34,4,2016-10-01,15
"2391","3004478742",34,12,2016-10-02,14
"2392","3004478742",34,13,2016-10-03,10
"2393","3004478742",34,8,2016-10-04,7
"2394","3004478742",34,0,2016-10-10,1
"2395","3004478742",34,6,2016-10-12,3
"2396","3004478742",34,1,2016-10-13,2
"2397","3004478742",34,0,2016-10-14,2
"2398","3004478742",34,2,2016-10-15,4
"2399","3004478742",34,2,2016-10-16,3
"2400","3004478742",34,0,2017-03-14,5
"2401","3004478742",34,1,2017-03-15,7
"2402","3004478742",34,6,2017-03-16,4
"2403","3004478742",34,2,2017-03-17,2
"2404","3004478742",34,0,2017-03-18,5
"2405","3004478742",34,4,2017-03-19,1
"2406","3004478742",34,0,2017-03-21,4
"2407","3004478742",34,1,2017-03-23,2
"2408","3004478742",34,0,2017-04-11,1
"2409","3004478742",34,0,2017-04-18,10
"2410","3004478742",34,5,2017-04-20,3
"2411","3004478742",34,2,2017-04-21,2
"2412","3004478742",34,1,2017-04-22,2
"2413","3004478742",34,0,2017-04-25,1
"2414","3004478742",34,0,2017-07-23,3
"2415","3004478742",34,0,2017-07-25,1
"2416","3004478742",34,0,2017-07-27,5
"2417","3004478742",34,0,2017-07-28,5
"2418","3004478742",34,2,2017-07-29,7
"2419","3004478742",34,4,2017-07-30,9
"2420","3004478742",34,8,2017-07-31,5
"2421","3004478742",34,2,2017-08-01,4
"2422","3004478742",34,0,2017-08-04,1
"2423","3004478742",34,0,2017-08-11,2
"2424","3004478742",34,0,2017-08-13,5
"2425","3004478742",34,5,2017-08-14,10
"2426","3004478742",34,10,2017-08-15,4
"2427","3004478742",34,4,2017-08-16,5
"2428","3004478742",34,1,2017-08-17,3
"2429","3004478742",34,2,2017-08-18,5
"2430","3004478742",34,0,2017-08-30,2
"2431","3004478742",34,0,2017-09-02,5
"2432","3004478742",34,12,2017-09-05,10
"2433","3004478742",34,6,2017-09-06,4
"2434","3004478742",34,2,2017-09-07,3
"2435","3004478742",34,2,2017-09-08,5
"2436","3004478742",34,2,2017-09-09,3
"2437","3004478742",34,4,2017-09-10,4
"2438","3004478742",34,2,2017-09-12,4
"2439","3004478742",34,2,2017-09-13,4
"2440","3004478742",34,0,2017-09-16,1
"2441","3004478742",34,0,2017-09-20,8
"2442","3004478742",34,7,2017-09-21,8
"2443","3004478742",34,7,2017-09-22,5
"2444","3004478742",34,4,2017-09-24,3
"2445","3004478742",34,4,2017-09-25,7
"2446","3004478742",34,6,2017-09-26,3
"2447","3004478742",34,0,2017-10-10,1
"2448","3004478742",34,0,2017-11-01,2
"2449","3004478742",34,0,2017-11-02,4
"2450","3004478742",34,2,2017-11-03,1
"2451","3004478742",34,0,2017-11-04,1
"2452","3004478742",34,8,2017-11-07,7
"2453","3004478742",34,6,2017-11-08,5
"2454","3004478742",34,4,2017-11-13,10
"2455","3004478742",34,4,2017-11-14,10
"2456","3004478742",34,7,2017-11-17,6
"2457","3004478742",34,6,2017-11-18,6
"2458","3004478742",34,5,2017-11-19,4
"2459","3004478742",34,5,2017-11-20,3
"2460","3004478742",34,0,2017-11-25,4
"2461","3004478742",34,4,2017-11-26,11
"2462","3004478742",34,8,2017-11-27,9
"2463","3004478742",34,4,2017-11-29,5
"2464","3004478742",34,1,2017-11-30,3
"2465","3004478742",34,0,2017-12-02,10
"2466","3004478742",34,8,2017-12-03,7
"2467","3004478742",34,6,2017-12-05,6
"2468","3004478742",34,6,2017-12-06,6
"2469","3004478742",34,5,2017-12-07,5
"2470","3004478742",34,5,2017-12-08,5
"2471","3004478742",34,5,2017-12-09,5
"2472","3004478742",34,5,2017-12-10,5
"2473","3004478742",34,5,2017-12-11,5
"2474","3004478742",34,4,2017-12-12,5
"2475","3004478742",34,4,2017-12-14,2
"2476","3004478742",34,1,2017-12-16,2
"2477","3004478742",34,1,2017-12-17,7
"2478","3004478742",34,5,2017-12-18,3
"2479","3004478742",34,0,2017-12-20,2
"2480","3004478742",34,1,2017-12-21,1
"2481","3004478742",34,0,2017-12-23,1
"2482","3004478742",34,0,2017-12-24,2
"2483","3004478742",34,0,2018-01-07,13
"2484","3004478742",34,12,2018-01-08,16
"2485","3004478742",34,7,2018-01-09,13
"2486","3004478742",34,13,2018-01-10,12
"2487","3004478742",34,4,2018-01-11,13
"2488","3004478742",34,4,2018-01-12,1
"2489","3004478742",34,0,2018-01-13,3
"2490","3004478742",34,2,2018-01-14,1
"2491","3004478742",34,0,2018-01-17,3
"2492","3004478742",34,2,2018-01-18,2
"2493","3004478742",34,1,2018-01-19,3
"2494","3004478742",34,0,2018-01-22,9
"2495","3004478742",34,8,2018-01-23,4
"2496","3004478742",34,4,2018-01-24,5
"2497","3004478742",34,0,2018-01-27,3
"2498","3004478742",34,1,2018-01-28,4
"2499","3004478742",34,4,2018-01-29,11
"2500","3004478742",34,10,2018-01-30,10
"2501","3004478742",34,10,2018-01-31,15
"2502","3004478742",34,14,2018-02-01,40
"2503","3004478742",34,40,2018-02-02,45
"2504","3004478742",34,32,2018-02-03,23
"2505","3004478742",34,23,2018-02-04,20
"2506","3004478742",34,18,2018-02-05,22
"2507","3004478742",34,18,2018-02-06,1
"2508","3004478988",35,0,2017-02-04,2
"2509","3004478988",35,2,2017-02-05,2
"2510","3004478988",35,0,2017-02-11,2
"2511","3004478988",35,0,2017-02-19,1
"2512","3004478988",35,0,2017-02-21,1
"2513","3004478988",35,0,2017-02-22,2
"2514","3004478988",35,0,2017-02-25,2
"2515","3004478988",35,1,2017-02-26,1
"2516","3004478988",35,1,2017-03-04,2
"2517","3004478988",35,0,2017-03-03,2
"2518","3004478988",35,1,2017-03-05,2
"2519","3004478988",35,0,2017-03-08,2
"2520","3004478988",35,0,2017-03-15,1
"2521","3004478988",35,0,2017-03-18,1
"2522","3004478988",35,0,2017-03-19,1
