"date","DailyLPCD"
2016-03-01,137.750171742615
2016-03-02,129.014592215175
2016-03-03,129.669897733574
2016-03-04,144.108004517299
2016-03-05,145.373532733308
2016-03-06,145.377639368947
2016-03-07,145.041466161564
2016-03-08,146.435063210996
2016-03-09,139.914540911338
2016-03-10,142.5284242888
2016-03-11,138.654560678214
2016-03-12,147.262415615678
2016-03-13,151.651054476948
2016-03-14,143.134779423308
2016-03-15,141.676024338652
2016-03-16,136.421147468206
2016-03-17,136.630715796621
2016-03-18,133.897840336354
2016-03-19,149.058574674222
2016-03-20,155.004831170188
2016-03-21,146.491525866346
2016-03-22,135.514323766746
2016-03-23,141.307157966208
2016-03-24,135.845525910857
2016-03-25,144.583757139504
2016-03-26,143.239965573899
2016-03-27,154.322200392927
2016-03-28,141.127259006753
2016-03-29,139.566608985285
2016-03-30,139.528877555003
2016-03-31,137.974732952549
2016-04-01,135.876084778621
2016-04-02,150.93157600281
2016-04-03,156.404585019321
2016-04-04,144.983020856373
2016-04-05,142.792646274347
2016-04-06,140.218451970491
2016-04-07,139.99531609831
2016-04-08,134.826760691656
2016-04-09,149.84712265317
2016-04-10,158.90656917212
2016-04-11,145.856698629959
2016-04-12,140.830611899712
2016-04-13,142.268960043716
2016-04-14,136.700971909601
2016-04-15,136.240133970298
2016-04-16,151.074877972791
2016-04-17,161.175225880154
2016-04-18,143.252804029494
2016-04-19,143.185299615744
2016-04-20,135.123065738914
2016-04-21,138.144537335133
2016-04-22,131.617379790217
2016-04-23,144.320542112369
2016-04-24,151.525340118392
2016-04-25,136.710068542943
2016-04-26,134.934832277495
2016-04-27,135.186026586354
2016-04-28,138.823567539539
2016-04-29,132.901019486385
2016-04-30,141.658278487547
2016-05-01,147.122854561879
2016-05-02,149.100529100529
2016-05-03,136.916484083
2016-05-04,140.293829957013
2016-05-05,135.702334680429
2016-05-06,132.516280985354
2016-05-07,144.820329995624
2016-05-08,150.046333238951
2016-05-09,139.065999124817
2016-05-10,137.317562871631
2016-05-11,134.145023037916
2016-05-12,135.000257406883
2016-05-13,136.692707663003
2016-05-14,144.913639990733
2016-05-15,151.153826353317
2016-05-16,136.791165795773
2016-05-17,137.41923859044
2016-05-18,134.316842132359
2016-05-19,135.387011248681
2016-05-20,129.088264820201
2016-05-21,142.409071018559
2016-05-22,143.580272336482
2016-05-23,139.304744008855
2016-05-24,133.400473628665
2016-05-25,137.232618600221
2016-05-26,134.178320555791
2016-05-27,133.323702020007
2016-05-28,138.335837474798
2016-05-29,146.763236634948
2016-05-30,135.329583542012
2016-05-31,134.852512488603
2016-06-01,134.336399979499
2016-06-02,132.561760032802
2016-06-03,128.646660857978
2016-06-04,138.159243503665
2016-06-05,146.148326585003
2016-06-06,138.335426169853
2016-06-07,135.030181343837
2016-06-08,129.994635604261
2016-06-09,133.671610223479
2016-06-10,136.03572611676
2016-06-11,142.652829804041
2016-06-12,146.134979486787
2016-06-13,139.757408964656
2016-06-14,133.047840683656
2016-06-15,133.299633755532
2016-06-16,129.520194313037
2016-06-17,122.426686989225
2016-06-18,136.935011183603
2016-06-19,142.538584979894
2016-06-20,139.472852655254
2016-06-21,132.010508249844
2016-06-22,131.267000006196
2016-06-23,135.355056165852
2016-06-24,128.851217804544
2016-06-25,144.360799767034
2016-06-26,149.028172766532
2016-06-27,134.288824158766
2016-06-28,134.364273919739
2016-06-29,138.239423118549
2016-06-30,139.233875705795
2016-07-01,135.58445734924
2016-07-02,153.273715653352
2016-07-03,153.318243381139
2016-07-04,146.567345096075
2016-07-05,142.945138128722
2016-07-06,145.610617389315
2016-07-07,140.74967377255
2016-07-08,134.206571550493
2016-07-09,144.398473688442
2016-07-10,153.916275502947
2016-07-11,135.271526373402
2016-07-12,135.170102104554
2016-07-13,132.165925341
2016-07-14,131.273866882175
2016-07-15,128.750069402888
2016-07-16,143.460167566469
2016-07-17,146.87059460857
2016-07-18,136.214549103378
2016-07-19,132.490165781228
2016-07-20,129.619004820152
2016-07-21,132.096181429794
2016-07-22,128.505383426802
2016-07-23,143.584518877391
2016-07-24,149.661727498261
2016-07-25,134.777121821193
2016-07-26,131.933677201999
2016-07-27,136.795996532623
2016-07-28,129.939524174981
2016-07-29,132.217519401687
2016-07-30,143.3299236183
2016-07-31,152.050422947586
2016-08-01,141.293282453035
2016-08-02,136.670559247733
2016-08-03,133.109764672076
2016-08-04,135.464266717209
2016-08-05,142.422964823199
2016-08-06,141.46304205696
2016-08-07,141.115978956244
2016-08-08,137.242681429069
2016-08-09,149.644688040377
2016-08-10,140.39496758504
2016-08-11,134.706310071551
2016-08-12,133.878369047837
2016-08-13,144.845074209179
2016-08-14,151.615248779474
2016-08-15,138.206270354823
2016-08-16,140.082732999713
2016-08-17,134.119724549215
2016-08-18,137.41865708577
2016-08-19,135.07170396984
2016-08-20,147.450491570888
2016-08-21,148.672544742422
2016-08-22,138.458013308159
2016-08-23,137.642903842746
2016-08-24,137.399104235025
2016-08-25,136.525336217379
2016-08-26,134.834014627976
2016-08-27,144.565835059483
2016-08-28,154.104571089888
2016-08-29,141.641461820004
2016-08-30,133.801990724616
2016-08-31,139.076983239541
2016-09-01,134.896339339725
2016-09-02,142.670430590435
2016-09-03,142.159001338148
2016-09-04,148.727537135141
2016-09-05,139.100813276386
2016-09-06,135.352165172707
2016-09-07,133.32233485479
2016-09-08,137.589744529784
2016-09-09,131.716556987395
2016-09-10,138.137835377217
2016-09-11,144.055627860368
2016-09-12,144.559724793626
2016-09-13,138.451292015716
2016-09-14,132.413127295169
2016-09-15,140.582299320143
2016-09-16,132.352062437121
2016-09-17,147.483308435718
2016-09-18,154.519679278071
2016-09-19,138.122618212859
2016-09-20,135.090393585561
2016-09-21,136.787293070333
2016-09-22,132.751440504863
2016-09-23,133.221548123533
2016-09-24,145.537636047681
2016-09-25,148.870461266425
2016-09-26,139.219535989756
2016-09-27,134.70016158044
2016-09-28,135.768421694461
2016-09-29,135.940367671717
2016-09-30,136.331209414347
2016-10-01,142.388341818847
2016-10-02,153.664827291851
2016-10-03,136.197067162587
2016-10-04,134.7733300814
2016-10-05,133.632735139088
2016-10-06,130.297065902928
2016-10-07,133.7052496877
2016-10-08,143.006002254654
2016-10-09,149.712074586393
2016-10-10,140.131013680266
2016-10-11,139.426586636605
2016-10-12,134.630267206971
2016-10-13,136.087870570671
2016-10-14,131.990076071292
2016-10-15,144.844969018127
2016-10-16,148.058084170969
2016-10-17,133.236647998492
2016-10-18,141.489562240424
2016-10-19,130.400544843145
2016-10-20,136.233285294708
2016-10-21,131.58083562885
2016-10-22,135.699995743413
2016-10-23,146.317748143824
2016-10-24,134.546460647853
2016-10-25,131.24638950204
2016-10-26,135.822220600665
2016-10-27,130.216276882944
2016-10-28,125.276185276185
2016-10-29,138.778172111505
2016-10-30,140.413747080414
2016-10-31,136.842296842297
2016-11-01,132.291078957746
2016-11-02,132.753359420026
2016-11-03,132.97054630388
2016-11-04,131.512118178785
2016-11-05,138.835198835199
2016-11-06,143.225649892317
2016-11-07,132.766099432766
2016-11-08,134.322807656141
2016-11-09,135.617435617436
2016-11-10,138.039858039858
2016-11-11,131.523038189705
2016-11-12,138.786665453332
2016-11-13,148.652288652289
2016-11-14,131.993205326539
2016-11-15,133.257499924167
2016-11-16,128.041374708041
2016-11-17,134.454454454454
2016-11-18,131.311917978585
2016-11-19,140.997967664634
2016-11-20,147.627627627628
2016-11-21,137.09770376437
2016-11-22,133.42190675524
2016-11-23,132.613219279886
2016-11-24,130.760457427124
2016-11-25,131.018291018291
2016-11-26,139.342372675706
2016-11-27,142.092395425729
2016-11-28,137.782631115964
2016-11-29,129.049049049049
2016-11-30,133.427973427973
2016-12-01,128.4321507559
2016-12-02,134.361196109916
2016-12-03,138.30339018996
2016-12-04,141.531796285636
2016-12-05,133.937649589481
2016-12-06,127.073045111643
2016-12-07,133.064501469385
2016-12-08,132.586421062199
2016-12-09,126.350774078226
2016-12-10,132.367073651044
2016-12-11,138.862059563123
2016-12-12,132.477959220771
2016-12-13,128.222498257945
2016-12-14,126.385312206502
2016-12-15,126.757960432636
2016-12-16,125.393401399703
2016-12-17,133.619535250098
2016-12-18,136.42924228194
2016-12-19,130.700760444754
2016-12-20,126.469536764929
2016-12-21,133.03238706941
2016-12-22,128.522434635077
2016-12-23,126.29684612355
2016-12-24,135.921471203078
2016-12-25,133.03965825431
2016-12-26,146.09385887842
2016-12-27,133.6680098161
2016-12-28,129.640379313479
2016-12-29,134.494828284538
2016-12-30,134.622383160338
2016-12-31,135.325446290934
2017-01-01,141.605861479032
2017-01-02,150.153247208604
2017-01-03,142.336128256125
2017-01-04,139.473095593614
2017-01-05,137.730248641329
2017-01-06,134.895628676271
2017-01-07,146.392405445016
2017-01-08,154.819876600544
2017-01-09,143.271231521746
2017-01-10,136.375698871552
2017-01-11,136.270755052683
2017-01-12,139.894935556051
2017-01-13,134.049444219948
2017-01-14,145.564314276581
2017-01-15,152.624500159828
2017-01-16,139.386500847391
2017-01-17,136.794037434604
2017-01-18,137.715754682336
2017-01-19,138.213036489407
2017-01-20,137.043280374226
2017-01-21,149.684834108956
2017-01-22,155.30303486391
2017-01-23,134.101130021733
2017-01-24,136.715772743418
2017-01-25,141.603101689915
2017-01-26,146.863693009759
2017-01-27,166.552079131623
2017-01-28,129.389595612361
2017-01-29,132.284185114056
2017-01-30,145.08347230333
2017-01-31,136.867485837101
2017-02-01,135.434037916233
2017-02-02,129.270994503411
2017-02-03,131.309488690752
2017-02-04,144.251458432418
2017-02-05,148.825728614173
2017-02-06,136.838180910747
2017-02-07,133.606128572545
2017-02-08,134.476828439655
2017-02-09,133.310283037588
2017-02-10,134.247728543682
2017-02-11,144.362398754081
2017-02-12,145.575245184994
2017-02-13,137.94399379446
2017-02-14,132.850792203351
2017-02-15,133.273740603646
2017-02-16,131.695933096162
2017-02-17,137.038281329678
2017-02-18,141.027194682249
2017-02-19,149.561153539268
2017-02-20,137.925573080084
2017-02-21,133.099161902248
2017-02-22,135.753238104951
2017-02-23,134.542585804532
2017-02-24,126.892319137065
2017-02-25,141.651718490344
2017-02-26,148.657663765021
2017-02-27,138.683280639762
2017-02-28,132.718208378578
2017-03-01,130.939425390102
2017-03-02,135.077720518097
2017-03-03,132.708534197273
2017-03-04,140.670231814453
2017-03-05,150.709935503961
2017-03-06,141.619407498787
2017-03-07,135.261427536275
2017-03-08,132.3564109781
2017-03-09,132.08932431866
2017-03-10,129.519663207316
2017-03-11,138.688640433088
2017-03-12,138.592824591136
2017-03-13,134.059537568793
2017-03-14,127.073876857801
2017-03-15,129.930473629684
2017-03-16,128.713612436896
2017-03-17,127.638599279445
2017-03-18,137.942056867677
2017-03-19,144.772989347019
2017-03-20,140.508809769912
2017-03-21,132.958517305865
2017-03-22,136.781162805982
2017-03-23,133.294298295404
2017-03-24,129.361119907272
2017-03-25,141.150497995471
2017-03-26,149.173393240167
2017-03-27,139.435147068489
2017-03-28,134.019035555741
2017-03-29,136.427457564333
2017-03-30,131.737875737135
2017-03-31,133.266216967097
2017-04-01,140.455037013581
2017-04-02,149.252259949454
2017-04-03,138.914746282211
2017-04-04,133.71133589451
2017-04-05,134.126581068405
2017-04-06,132.184189614688
2017-04-07,127.125868081428
2017-04-08,137.549402402313
2017-04-09,146.687729128789
2017-04-10,137.267443593336
2017-04-11,134.366725179257
2017-04-12,130.941656005474
2017-04-13,127.305346463955
2017-04-14,141.806551426616
2017-04-15,137.10749457023
2017-04-16,144.220642051709
2017-04-17,140.058909285651
2017-04-18,132.000238017316
2017-04-19,135.862068965517
2017-04-20,133.247448751897
2017-04-21,132.877322889862
2017-04-22,141.125921876021
2017-04-23,147.569099844893
2017-04-24,136.366337633936
2017-04-25,134.357078759858
