"date","DailyLPCD"
2017-04-26,135.791669390448
2017-04-27,138.599045587178
2017-04-28,131.53068562022
2017-04-29,141.320845540824
2017-04-30,137.327287530234
2017-05-01,148.708927860416
2017-05-02,132.217672682756
2017-05-03,137.601844643462
2017-05-04,134.254862691729
2017-05-05,131.872990592556
2017-05-06,144.689815832794
2017-05-07,145.548549660964
2017-05-08,141.360067985571
2017-05-09,131.021388117976
2017-05-10,143.513142490388
2017-05-11,133.860855405863
2017-05-12,131.026736633169
2017-05-13,139.890414866495
2017-05-14,146.357958293467
2017-05-15,134.039139245622
2017-05-16,129.40673080923
2017-05-17,130.798199469804
2017-05-18,128.511953124537
2017-05-19,130.445921822829
2017-05-20,144.982415770652
2017-05-21,144.532876281751
2017-05-22,135.782275808489
2017-05-23,136.023455482512
2017-05-24,130.057810308815
2017-05-25,131.976142153005
2017-05-26,131.559576570553
2017-05-27,145.833161056343
2017-05-28,145.328734029923
2017-05-29,139.215952652377
2017-05-30,130.002776120637
2017-05-31,132.42804236242
2017-06-01,125.121529110874
2017-06-02,131.856279643948
2017-06-03,141.186998304794
2017-06-04,146.762866137826
2017-06-05,135.013378538815
2017-06-06,132.346530735199
2017-06-07,130.383163714331
2017-06-08,131.64836592814
2017-06-09,129.156945322237
2017-06-10,140.306318332437
2017-06-11,145.539010401592
2017-06-12,137.634440286413
2017-06-13,130.310870141733
2017-06-14,127.394289418629
2017-06-15,125.876182337861
2017-06-16,124.435866458438
2017-06-17,139.25391165984
2017-06-18,135.253558063471
2017-06-19,133.655891799511
2017-06-20,134.012665447554
2017-06-21,129.303988381186
2017-06-22,130.428825947116
2017-06-23,128.930022520271
2017-06-24,144.673632466822
2017-06-25,138.230953318947
2017-06-26,148.910148233952
2017-06-27,131.543079573585
2017-06-28,131.760638329149
2017-06-29,128.767147451917
2017-06-30,129.305752371096
2017-07-01,144.506053425374
2017-07-02,146.062480522611
2017-07-03,132.030528785375
2017-07-04,131.083854200354
2017-07-05,126.657415519583
2017-07-06,129.81378146517
2017-07-07,131.829834163396
2017-07-08,141.703183570033
2017-07-09,144.154655685198
2017-07-10,131.401017193742
2017-07-11,127.617338049733
2017-07-12,127.738767752495
2017-07-13,127.258328493744
2017-07-14,126.6065970939
2017-07-15,136.330359185541
2017-07-16,143.92470185195
2017-07-17,133.850729458142
2017-07-18,131.988807349137
2017-07-19,130.387929770222
2017-07-20,128.714898309957
2017-07-21,134.187447571113
2017-07-22,145.589520675313
2017-07-23,145.05159295825
2017-07-24,135.788911766949
2017-07-25,130.841384650582
2017-07-26,128.487877561316
2017-07-27,128.589362288745
2017-07-28,128.774990486784
2017-07-29,140.630506688523
2017-07-30,147.86816146123
2017-07-31,135.58001346486
2017-08-01,132.599596054211
2017-08-02,128.887392793373
2017-08-03,131.492550420045
2017-08-04,130.181775605187
2017-08-05,139.298071012499
2017-08-06,145.764716213447
2017-08-07,132.356643151948
2017-08-08,125.980876056519
2017-08-09,132.631615838878
2017-08-10,132.109416526966
2017-08-11,124.865215334202
2017-08-12,135.90507218081
2017-08-13,141.740149082368
2017-08-14,135.32459509392
2017-08-15,128.995296736856
2017-08-16,127.471835787928
2017-08-17,127.802257289041
2017-08-18,128.775487633805
2017-08-19,141.183010378407
2017-08-20,134.396591365491
2017-08-21,127.762705733406
2017-08-22,128.368930569381
2017-08-23,139.306492497056
2017-08-24,117.452537427711
2017-08-25,136.420164850144
2017-08-26,137.066340291997
2017-08-27,141.183533547178
2017-08-28,127.330204931583
2017-08-29,124.280303250019
2017-08-30,126.64025091117
2017-08-31,126.601551444299
2017-09-01,142.153538690803
2017-09-02,134.72497386342
2017-09-03,131.116681780638
2017-09-04,128.441220130654
2017-09-05,127.281968936458
2017-09-06,124.495607321708
2017-09-07,129.344015156329
2017-09-08,122.731604757146
2017-09-09,137.934719197824
2017-09-10,137.284337112789
2017-09-11,120.808183493233
2017-09-12,129.427190129903
2017-09-13,126.221666388109
2017-09-14,124.433904087878
2017-09-15,126.150778327849
2017-09-16,137.974450560512
2017-09-17,145.362621434611
2017-09-18,129.76549962901
2017-09-19,127.508498265836
2017-09-20,126.88385415768
2017-09-21,125.189377599089
2017-09-22,127.036851701666
2017-09-23,138.021615216929
2017-09-24,142.252630004774
2017-09-25,137.771987645161
2017-09-26,126.327656319201
2017-09-27,128.702569323417
2017-09-28,126.021386811849
2017-09-29,122.843390063607
2017-09-30,133.249670505988
2017-10-01,136.964643859951
2017-10-02,130.605695948656
2017-10-03,128.878574293737
2017-10-04,124.949859606899
2017-10-05,127.933069738124
2017-10-06,126.427138845911
2017-10-07,136.636295914274
2017-10-08,140.975302274941
2017-10-09,132.08182912154
2017-10-10,126.727981204516
2017-10-11,125.975588791473
2017-10-12,124.13500658988
2017-10-13,126.603059996562
2017-10-14,134.520657841958
2017-10-15,139.260214314366
2017-10-16,129.657899260787
2017-10-17,126.108912476552
2017-10-18,138.496820240655
2017-10-19,125.614219700782
2017-10-20,124.69517774626
2017-10-21,136.055954614082
2017-10-22,139.3786887496
2017-10-23,127.161206935993
2017-10-24,126.941597657501
2017-10-25,128.653863750743
2017-10-26,125.570755364414
2017-10-27,125.012009882418
2017-10-28,132.573088712998
2017-10-29,138.114219700782
2017-10-30,127.260533555553
2017-10-31,123.124165249255
2017-11-01,126.853507682845
2017-11-02,126.88128658294
2017-11-03,127.225663465363
2017-11-04,134.694550207422
2017-11-05,134.808774222879
2017-11-06,127.268284366653
2017-11-07,124.26663635847
2017-11-08,124.809910780247
2017-11-09,122.668636699437
2017-11-10,123.17610956413
2017-11-11,128.658294027391
2017-11-12,137.184747400125
2017-11-13,130.460874012616
2017-11-14,123.646076035688
2017-11-15,127.021651417855
2017-11-16,123.471046201057
2017-11-17,124.508723077797
2017-11-18,132.59987497869
2017-11-19,136.488606012388
2017-11-20,124.864465533898
2017-11-21,119.2529
2017-11-22,121.7916
2017-11-23,119.7355
2017-11-24,118.709091425165
2017-11-25,127.302091907695
2017-11-26,128.453350742244
2017-11-27,122.211688569726
2017-11-28,125.697255258153
2017-11-29,122.97124691323
2017-11-30,122.347364536914
2017-12-01,121.61959637819
2017-12-02,133.738468961994
2017-12-03,131.677783769975
2017-12-04,125.245948170645
2017-12-05,119.574888779041
2017-12-06,120.199317049335
2017-12-07,116.894282258477
2017-12-08,120.727540584186
2017-12-09,127.838626512168
2017-12-10,133.477632659999
2017-12-11,122.999688358784
2017-12-12,119.439045811259
2017-12-13,121.465846955832
2017-12-14,119.30135705584
2017-12-15,116.980479927473
2017-12-16,127.116185511517
2017-12-17,129.356035923733
2017-12-18,123.273932628835
2017-12-19,118.555684619089
2017-12-20,120.318440660679
2017-12-21,116.749298807264
2017-12-22,120.376235940732
2017-12-23,125.079751820268
2017-12-24,120.909992350625
2017-12-25,130.603167407995
2017-12-26,123.194039153469
2017-12-27,119.776751565289
2017-12-28,123.55101000085
2017-12-29,124.725047454458
2017-12-30,134.774060118424
2017-12-31,125.529081791654
2018-01-01,136.098251976089
2018-01-02,125.6259738788
2018-01-03,132.207836360031
2018-01-04,124.25191942658
2018-01-05,123.260900359804
2018-01-06,137.087004561294
2018-01-07,143.791823667734
2018-01-08,126.23501362012
2018-01-09,126.856838659622
2018-01-10,120.271609552773
2018-01-11,120.372415433494
2018-01-12,119.192760098994
2018-01-13,127.176246056961
2018-01-14,133.627822423079
2018-01-15,124.022947495993
2018-01-16,123.659933060365
2018-01-17,125.433663500909
2018-01-18,127.065812648306
2018-01-19,125.108026526671
2018-01-20,133.37637404645
2018-01-21,139.659751836309
2018-01-22,132.333203078544
2018-01-23,126.953113938961
2018-01-24,124.415977165769
2018-01-25,120.635756638747
2018-01-26,122.122352009503
2018-01-27,136.141075317476
2018-01-28,137.842011482875
2018-01-29,131.657097604435
2018-01-30,126.670249172724
2018-01-31,125.159940040162
2018-02-01,125.889639958141
2018-02-02,123.634358118619
2018-02-03,133.626156065277
2018-02-04,139.078541731482
2018-02-05,130.324405351133
2018-02-06,125.834205390729
2018-02-07,123.878003066962
2018-02-08,124.011472709718
2018-02-09,125.983983642869
2018-02-10,141.064349406486
2018-02-11,147.867893451468
2018-02-12,133.61788
2018-02-13,130.807633327654
2018-02-14,133.104447094905
2018-02-15,153.063554268189
2018-02-16,128.6789
2018-02-17,126.978474470381
2018-02-18,132.748338728915
2018-02-19,133.010734367013
2018-02-20,124.91679445675
2018-02-21,125.243369114557
2018-02-22,125.236553643437
2018-02-23,123.647980916681
2018-02-24,131.852104276708
2018-02-25,141.983870051684
2018-02-26,129.881865167263
2018-02-27,126.701879934117
2018-02-28,125.151360254444
2018-03-01,124.99914806611
2018-03-02,123.534389731357
2018-03-03,135.426818878855
2018-03-04,139.805191117169
2018-03-05,132.721076844437
2018-03-06,125.326290679843
2018-03-07,121.309485316224
2018-03-08,123.524673394485
2018-03-09,128.013478327462
2018-03-10,132.365003999251
2018-03-11,131.728527424652
2018-03-12,126.619129467958
2018-03-13,124.022168898873
2018-03-14,122.872880538679
2018-03-15,122.011765173046
2018-03-16,128.192735544551
2018-03-17,136.595133960734
2018-03-18,139.317986902713
2018-03-19,131.189263178222
2018-03-20,125.547092868056
2018-03-21,125.033083996433
2018-03-22,123.801166601351
2018-03-23,124.205558111401
2018-03-24,134.371574457451
2018-03-25,137.452787859167
2018-03-26,129.100285686699
2018-03-27,118.490688203922
2018-03-28,126.729135730825
2018-03-29,122.682801822323
2018-03-30,126.135535307517
2018-03-31,131.919703872437
2018-04-01,137.018650130063
2018-04-02,128.739896878484
2018-04-03,126.597338350056
2018-04-04,132.667340208101
2018-04-05,126.361598848012
2018-04-06,125.24080407622
2018-04-07,133.907424210698
2018-04-08,139.638444894256
2018-04-09,129.518275517089
2018-04-10,124.218259230823
2018-04-11,128.490761836849
2018-04-12,125.479590239491
2018-04-13,129.404543375161
2018-04-14,137.132218818583
2018-04-15,141.243623296416
2018-04-16,129.715583132572
2018-04-17,127.034851866591
2018-04-18,127.10463634214
2018-04-19,127.422349715153
2018-04-20,126.857870670514
2018-04-21,135.489589727996
2018-04-22,139.198159484564
2018-04-23,132.996746969288
2018-04-24,129.827480364202
2018-04-25,129.911244470708
2018-04-26,129.102863470244
2018-04-27,124.878207953836
2018-04-28,134.327324353257
2018-04-29,135.512900511212
2018-04-30,127.953492898565
2018-05-01,139.241941116193
2018-05-02,129.794542113428
2018-05-03,126.794822621549
2018-05-04,130.162064997739
2018-05-05,137.195376768203
2018-05-06,142.250820056903
2018-05-07,133.46290136991
2018-05-08,129.84663647865
2018-05-09,131.609830378457
2018-05-10,132.822943527407
2018-05-11,124.988136009926
2018-05-12,140.468498962258
2018-05-13,136.324964693909
2018-05-14,133.160660189522
2018-05-15,127.298140721005
2018-05-16,129.296623175094
2018-05-17,133.114449205
2018-05-18,130.038851457358
2018-05-19,134.812275006703
2018-05-20,139.583987038104
2018-05-21,135.763308478289
2018-05-22,136.634086083328
2018-05-23,127.995013292195
2018-05-24,133.839594232269
2018-05-25,139.134840351347
2018-05-26,134.706575509344
2018-05-27,138.884935702209
2018-05-28,128.318352337092
2018-05-29,139.454194584071
2018-05-30,127.749086715186
2018-05-31,129.113190502974
2018-06-01,126.717344741582
2018-06-02,136.395176788721
2018-06-03,138.857236801079
2018-06-04,135.596410369791
2018-06-05,138.47571103817
2018-06-06,130.279426520859
2018-06-07,128.502185411317
2018-06-08,124.074105568689
2018-06-09,134.596393362699
2018-06-10,138.501788579171
2018-06-11,133.286847281983
2018-06-12,130.858234550474
2018-06-13,128.673957040086
2018-06-14,133.928014648775
2018-06-15,130.384870490995
2018-06-16,136.435993809419
2018-06-17,135.488698787394
2018-06-18,132.760761237436
2018-06-19,128.736316377263
2018-06-20,124.878541018271
2018-06-21,130.626371196789
2018-06-22,131.143386792292
2018-06-23,130.895083249715
2018-06-24,140.279029688714
2018-06-25,132.630940435495
2018-06-26,128.147290755555
2018-06-27,126.822745907481
2018-06-28,127.452232567952
2018-06-29,125.031217748787
2018-06-30,138.183725717153
2018-07-01,134.290487567068
2018-07-02,126.467519286582
2018-07-03,128.817830893882
2018-07-04,127.158586163838
2018-07-05,137.396867391565
2018-07-06,135.879599272441
2018-07-07,145.632651199389
2018-07-08,152.175549232813
2018-07-09,134.497939249417
2018-07-10,127.039684495933
2018-07-11,127.590555514156
2018-07-12,125.76138858476
2018-07-13,127.970604926312
2018-07-14,134.500232156881
2018-07-15,138.420530693433
2018-07-16,134.759903927177
2018-07-17,132.167198812274
2018-07-18,130.090971103634
2018-07-19,125.596976464525
2018-07-20,130.406573899101
2018-07-21,125.299776670675
2018-07-22,131.727080112237
2018-07-23,129.647826833877
2018-07-24,127.856611120655
2018-07-25,128.609596789322
2018-07-26,130.984634449984
2018-07-27,127.485745794796
2018-07-28,141.388072513117
2018-07-29,144.45606635098
2018-07-30,137.607226299364
2018-07-31,129.131445657797
2018-08-01,127.877985140382
2018-08-02,127.758379491146
2018-08-03,104.487449245362
2018-08-04,122.798357653856
2018-08-05,67.1707061860946
2018-08-06,137.267267950366
2018-08-07,125.574812477574
2018-08-08,95.7022195137232
2018-08-09,127.72028545555
2018-08-10,109.858240450168
2018-08-11,137.600168585081
2018-08-12,134.516656319947
2018-08-13,118.677062746684
2018-08-14,123.302900688579
2018-08-15,132.044834518934
2018-08-16,128.959613621219
2018-08-17,128.57574083461
2018-08-18,138.885060286253
2018-08-19,140.850557298994
2018-08-20,128.456136553916
2018-08-21,125.905148109968
2018-08-22,139.495042117793
2018-08-23,131.169445093092
2018-08-24,124.190820086685
2018-08-25,135.597651199745
2018-08-26,142.339345821539
2018-08-27,133.314918071068
2018-08-28,126.67517185996
2018-08-29,126.84831329487
2018-08-30,129.403288548175
2018-08-31,126.380717511775
2018-09-01,128.678828333685
2018-09-02,134.982543470461
2018-09-03,130.2986120208
2018-09-04,116.36471331993
2018-09-05,123.27897983244
2018-09-06,127.082965502708
2018-09-07,120.159586283098
2018-09-08,131.778857380438
2018-09-09,137.135420522955
2018-09-10,130.388600003417
2018-09-11,125.748956490571
2018-09-12,127.362493785193
2018-09-13,128.908283835813
2018-09-14,131.200466402295
2018-09-15,117.276510756692
2018-09-16,142.582298647549
2018-09-17,137.73067576382
2018-09-18,129.30599569386
2018-09-19,83.4929375840592
2018-09-20,127.391899146276
2018-09-21,128.023966612984
2018-09-22,137.769927442118
2018-09-23,142.52559492846
2018-09-24,133.448041294866
2018-09-25,133.348576916261
2018-09-26,129.724986709501
2018-09-27,130.742495869942
2018-09-28,131.491336881277
2018-09-29,136.853838810543
2018-09-30,142.962323579346
2018-10-01,136.694924458519
2018-10-02,129.4448858732
2018-10-03,131.869758827464
2018-10-04,131.070042358106
2018-10-05,129.556354573361
2018-10-06,140.751241875647
2018-10-07,148.862161806822
2018-10-08,130.990013547734
2018-10-09,129.534060833329
2018-10-10,78.6237331153501
2018-10-12,130.086259624894
2018-10-13,9.87768563666346
2018-10-15,137.476348628363
2018-10-16,131.099767344816
2018-10-17,126.350629083613
2018-10-18,128.921268799625
2018-10-19,128.206725849877
2018-10-20,140.40083001309
2018-10-21,143.985549083384
2018-10-22,138.225189639699
2018-10-23,129.335703710479
2018-10-24,130.617879579506
2018-10-25,130.29490616622
2018-10-26,129.519198339974
2018-10-27,137.841051349915
2018-10-28,141.218124654072
