"family_id","service_point_sn","meter_type","site","start_date","end_date","duration","min5flow_ave","severity","status","online_status","Comments"
422,"3100159491","SUB","Punggol",2018-01-24,2018-02-06,14,1,"Severe","Close","INACTIVE",""
422,"3100159491","SUB","Punggol",2018-03-03,2018-03-07,5,1,"Severe","Close","INACTIVE",""
422,"3100159491","SUB","Punggol",2018-05-11,2018-05-16,6,1.33,"Severe","Close","INACTIVE",""
442,"3100159767","SUB","Punggol",2018-04-11,2018-04-14,4,3,"Moderate","Close","INACTIVE",""
475,"3100159851","SUB","Punggol",2016-03-13,2016-03-19,7,8.67,"Severe","Close","INACTIVE",""
475,"3100159851","SUB","Punggol",2017-07-02,2017-07-06,5,1,"Severe","Close","INACTIVE",""
464,"3100159643","SUB","Punggol",2016-12-05,2016-12-08,4,4.67,"Moderate","Close","INACTIVE",""
464,"3100159643","SUB","Punggol",2017-01-01,2017-01-08,8,2.33,"Severe","Close","INACTIVE",""
464,"3100159643","SUB","Punggol",2018-04-11,2018-05-03,23,1,"Severe","Close","INACTIVE",""
464,"3100159643","SUB","Punggol",2018-03-29,2018-04-02,5,1,"Severe","Close","INACTIVE",""
522,"3100159807","SUB","Punggol",2017-11-06,2017-11-10,5,2.33,"Severe","Close","ACTIVE",""
522,"3100159807","SUB","Punggol",2017-11-17,2017-12-05,19,5,"Severe","Close","ACTIVE",""
543,"3004521276","SUB","Punggol",2016-10-30,2016-11-25,27,2,"Severe","Close","INACTIVE",""
543,"3004521276","SUB","Punggol",2016-11-29,2016-12-21,23,1,"Severe","Close","INACTIVE",""
543,"3004521276","SUB","Punggol",2017-01-09,2017-01-28,20,1.33,"Severe","Close","INACTIVE",""
543,"3004521276","SUB","Punggol",2017-02-04,2017-02-13,10,2,"Severe","Close","INACTIVE",""
543,"3004521276","SUB","Punggol",2017-02-19,2017-03-19,29,1.67,"Severe","Close","INACTIVE",""
543,"3004521276","SUB","Punggol",2017-04-02,2017-04-12,11,4.33,"Severe","Close","INACTIVE",""
543,"3004521276","SUB","Punggol",2017-05-30,2017-06-03,5,3.33,"Severe","Close","INACTIVE",""
543,"3004521276","SUB","Punggol",2017-11-28,2017-12-02,5,1,"Severe","Close","ACTIVE",""
1798,"3004521109","SUB","Punggol",2017-09-06,2017-11-26,82,96.67,"Critical","Close","INACTIVE",""
1807,"3004478755","SUB","Punggol",2017-09-24,2017-09-27,4,1,"Moderate","Close","INACTIVE",""
