"","service_point_sn","date_consumption","adjusted_consumption","is_leak"
"430","3004520911",2018-01-18 21:00:00,49,"TRUE"
"431","3004520911",2018-01-18 22:00:00,100,"TRUE"
"432","3004520911",2018-01-18 23:00:00,98,"TRUE"
"433","3004520911",2018-01-19 00:00:00,69,"TRUE"
"434","3004520911",2018-01-19 01:00:00,24,"TRUE"
"435","3004520911",2018-01-19 02:00:00,22,"TRUE"
"436","3004520911",2018-01-19 03:00:00,22,"TRUE"
"437","3004520911",2018-01-19 04:00:00,24,"TRUE"
"438","3004520911",2018-01-19 05:00:00,31,"TRUE"
"439","3004520911",2018-01-19 06:00:00,50,"TRUE"
"440","3004520911",2018-01-19 07:00:00,53,"TRUE"
"441","3004520911",2018-01-19 08:00:00,40,"TRUE"
"442","3004520911",2018-01-19 09:00:00,52,"TRUE"
"443","3004520911",2018-01-19 10:00:00,23,"TRUE"
"444","3004520911",2018-01-19 11:00:00,21,"TRUE"
"445","3004520911",2018-01-19 12:00:00,22,"TRUE"
"446","3004520911",2018-01-19 13:00:00,21,"TRUE"
"447","3004520911",2018-01-19 14:00:00,21,"TRUE"
"448","3004520911",2018-01-19 15:00:00,22,"TRUE"
"449","3004520911",2018-01-19 16:00:00,21,"TRUE"
"450","3004520911",2018-01-19 17:00:00,21,"TRUE"
"451","3004520911",2018-01-19 18:00:00,21,"TRUE"
"452","3004520911",2018-01-19 19:00:00,21,"TRUE"
"453","3004520911",2018-01-19 20:00:00,21,"TRUE"
"454","3004520911",2018-01-19 21:00:00,26,"TRUE"
"455","3004520911",2018-01-19 22:00:00,65,"TRUE"
"456","3004520911",2018-01-19 23:00:00,81,"TRUE"
"457","3004520911",2018-01-20 00:00:00,21,"TRUE"
"458","3004520911",2018-01-20 01:00:00,20,"TRUE"
"459","3004520911",2018-01-20 02:00:00,21,"TRUE"
"460","3004520911",2018-01-20 03:00:00,21,"TRUE"
"461","3004520911",2018-01-20 04:00:00,25,"TRUE"
