"","date","block","MeanCountPerHour","MeterCount","HourlyIndexReadingRate"
"382",2018-05-25,"YH_B4",49.7916666666667,90,55.32
"383",2018-05-25,"YH_B5",104.708333333333,113,92.66
"384",2018-05-25,"YH_B6",47.3333333333333,92,51.45
"385",2018-05-25,"YH_B7",17.8333333333333,18,99.07
"386",2018-05-26,"YH_B1",43.8333333333333,99,44.28
"387",2018-05-26,"YH_B2",130.5,135,96.67
"388",2018-05-26,"YH_B3",24.5833333333333,25,98.33
"389",2018-05-26,"YH_B4",51.75,90,57.5
"390",2018-05-26,"YH_B5",105.666666666667,113,93.51
"391",2018-05-26,"YH_B6",57.375,92,62.36
"392",2018-05-26,"YH_B7",17.8333333333333,18,99.07
"393",2018-05-27,"YH_B1",59.0416666666667,99,59.64
"394",2018-05-27,"YH_B2",130.833333333333,135,96.91
"395",2018-05-27,"YH_B3",24.75,25,99
"396",2018-05-27,"YH_B4",53.2916666666667,90,59.21
"397",2018-05-27,"YH_B5",105.75,113,93.58
"398",2018-05-27,"YH_B6",51.3333333333333,92,55.8
"399",2018-05-27,"YH_B7",17.2916666666667,18,96.06
"400",2018-05-28,"YH_B1",61.0416666666667,99,61.66
"401",2018-05-28,"YH_B2",130.166666666667,135,96.42
"402",2018-05-28,"YH_B3",24.8333333333333,25,99.33
"403",2018-05-28,"YH_B4",48.4583333333333,90,53.84
"404",2018-05-28,"YH_B5",104.125,113,92.15
"405",2018-05-28,"YH_B6",52.6666666666667,92,57.25
"406",2018-05-28,"YH_B7",17.7916666666667,18,98.84
"407",2018-05-29,"YH_B1",73.2083333333333,99,73.95
"408",2018-05-29,"YH_B2",131.583333333333,135,97.47
"409",2018-05-29,"YH_B3",24.375,25,97.5
"410",2018-05-29,"YH_B4",58.3333333333333,90,64.81
"411",2018-05-29,"YH_B5",105.791666666667,113,93.62
"412",2018-05-29,"YH_B6",62.2083333333333,92,67.62
"413",2018-05-29,"YH_B7",17.375,18,96.53
"414",2018-05-30,"YH_B1",67.2083333333333,99,67.89
"415",2018-05-30,"YH_B2",131.291666666667,135,97.25
"416",2018-05-30,"YH_B3",24.2916666666667,25,97.17
"417",2018-05-30,"YH_B4",53.3333333333333,90,59.26
"418",2018-05-30,"YH_B5",106.5,113,94.25
"419",2018-05-30,"YH_B6",52.5416666666667,92,57.11
"420",2018-05-30,"YH_B7",17.4583333333333,18,96.99
"421",2018-05-31,"YH_B1",61.125,99,61.74
"422",2018-05-31,"YH_B2",129.333333333333,135,95.8
"423",2018-05-31,"YH_B3",24.2916666666667,25,97.17
"424",2018-05-31,"YH_B4",52.2083333333333,90,58.01
"425",2018-05-31,"YH_B5",104.875,113,92.81
"426",2018-05-31,"YH_B6",50.3333333333333,92,54.71
"427",2018-05-31,"YH_B7",17.1666666666667,18,95.37
"428",2018-06-01,"YH_B1",59.0833333333333,99,59.68
"429",2018-06-01,"YH_B2",129.75,135,96.11
"430",2018-06-01,"YH_B3",24.0416666666667,25,96.17
"431",2018-06-01,"YH_B4",47.7083333333333,90,53.01
"432",2018-06-01,"YH_B5",106.583333333333,113,94.32
"433",2018-06-01,"YH_B6",58.5,92,63.59
"434",2018-06-01,"YH_B7",17.3333333333333,18,96.3
