service_point_sn;block;room_type;adc;Grp;Lev;Prof;Friday;Monday;Saturday;Sunday;Thursday;Tuesday;Wednesday;H00;H01;H02;H03;H04;H05;H06;H07;H08;H09;H10;H11;H12;H13;H14;H15;H16;H17;H18;H19;H20;H21;H22;H23
3004522204;PG_B2;HDB05;0.350159420289855;1;1;L1G1;323.7;373.5;335.52;376.02;329.122448979592;360.510204081633;353.530612244898;26.463768115942;16.9420289855072;10.2463768115942;4.35942028985507;3.94782608695652;3.05507246376812;19.368115942029;13.368115942029;7.64927536231884;11.9971014492754;16.904347826087;16.4666666666667;15.8811594202899;21.4753623188406;9.74782608695652;8.08985507246377;11.0608695652174;10.2724637681159;14.3304347826087;11.9536231884058;27.5159420289855;18.2695652173913;21.168115942029;29.7122093023256
3004522216;PG_B2;HDB05;0.527330434782609;2;2;L2G2;452.38;426.270833333333;412.76;800.7;435.938775510204;397.530612244898;761.959183673469;23.0521739130435;10.3739130434783;6.58260869565217;4.05507246376812;3.54202898550725;2.9304347826087;8;53.2724637681159;47.6482558139535;26.7101449275362;17.0058139534884;18.6453488372093;22.6898550724638;23.7739130434783;23.3884057971014;21.6492753623188;12.4405797101449;18.3246376811594;19.2173913043478;23.4811594202899;26.4753623188406;40.1594202898551;38.8;35.3536231884058
3004522229;PG_B2;HDB05;0.475753623188406;2;1;L1G2;488.12;463.020833333333;511.02;484.6;468.489795918367;463.081632653061;450.530612244898;30.631884057971;12.2550724637681;2.87246376811594;2.23768115942029;1.95942028985507;1.2695652173913;1.48695652173913;2.93623188405797;12.4173913043478;22.9797101449275;50.2724637681159;25.0173913043478;23.663768115942;26.663768115942;19.695652173913;14.5333333333333;16.9565217391304;18.3478260869565;15.5449275362319;16.7971014492754;26.2753623188406;28.6046511627907;62.078488372093;40.6366279069767
3004522239;PG_B2;HDB05;0.316249275362319;1;1;L1G1;252.58;328.104166666667;323.06;331.84;274.102040816327;387.755102040816;317.387755102041;14.2231884057971;8.33913043478261;4.58260869565217;2.98260869565217;2.7768115942029;3.31304347826087;4.18260869565217;8.84927536231884;19.431884057971;26.5826086956522;19.3420289855072;14.4144927536232;20.4550724637681;23.2898550724638;17.5333333333333;11.5014492753623;16.6231884057971;8.8463768115942;11.9942028985507;11.4289855072464;12.4666666666667;15.0376811594203;18.9942028985507;19.1133720930233
3004522256;PG_B2;HDB05;1.08015072463768;1;2;L2G1;1025.76;1067.20833333333;1197.3;861.1;1282.59183673469;1022.71428571429;1107.30612244898;66.8144927536232;31.5275362318841;12.1913043478261;14.0927536231884;9.57971014492754;10.0434782608696;9.86666666666667;15.6202898550725;37.0202898550725;38.8753623188406;43.9275362318841;63.9304347826087;44.5623188405797;41.2434782608696;45.9275362318841;44.9565217391304;42.6;38.9536231884058;33.863768115942;71.663768115942;100.823188405797;94.1710144927536;61.8139534883721;106.56976744186
3004522272;PG_B2;HDB05;0.405988405797101;2;1;L1G2;350.5;424.333333333333;516.66;519.6;339.795918367347;339.367346938775;348.591836734694;21.1188405797101;11.9797101449275;8.6231884057971;2.7536231884058;1.17971014492754;1.60869565217391;12.6811594202899;10.0086956521739;17.1333333333333;39.0811594202899;17.3768115942029;18.7971014492754;10.9507246376812;17.8927536231884;12.2550724637681;17.495652173913;10.6869565217391;6.82028985507246;13.704347826087;45.0782608695652;29.6811594202899;34.3913043478261;16.8695652173913;27.8202898550725
3004522284;PG_B2;HDB05;0.143985507246377;2;1;L1G2;129.74;120.458333333333;174.2;215.66;116.877551020408;126.061224489796;122.632653061224;7.46086956521739;1.99710144927536;0.414492753623188;0.153623188405797;0.428985507246377;0.857971014492754;12.7565217391304;9.67246376811594;5.68023255813953;5.27826086956522;3.20348837209302;3.375;3.47536231884058;5.46666666666667;3.93913043478261;3.44927536231884;3.28115942028986;4.32173913043478;3.93623188405797;5.03478260869565;3.23188405797101;12.3333333333333;24.3942028985507;19.8782608695652
3004522297;PG_B2;HDB05;0.685321739130435;1;2;L2G1;672.86;651.916666666667;691.94;794.82;677.326530612245;643.204081632653;662.387755102041;23.4666666666667;14.9130434782609;7.80869565217391;10.4144927536232;7.42898550724638;60.0724637681159;65.6492753623188;83.4202898550725;45.5797101449275;26.1130434782609;22.3942028985507;19.7884057971015;18.3942028985507;18.1855072463768;18.2202898550725;15.7768115942029;14.8405797101449;18.495652173913;20.2086956521739;36.6521739130435;37.4811594202899;40.336231884058;33.8517441860465;26.0029069767442
3004522310;PG_B2;HDB05;0.208075362318841;2;1;L1G2;213.08;178.8125;257.8;269.88;175.326530612245;173.551020408163;185.102040816327;10.9536231884058;4.22898550724638;2.38550724637681;0.956521739130435;0.663768115942029;0.582608695652174;1.18840579710145;3.30144927536232;9.41449275362319;16.431884057971;17.5507246376812;14.8695652173913;12.2579710144928;12.9739130434783;15.6811594202899;10.0405797101449;9.98550724637681;9.38840579710145;10.3710144927536;9.00869565217391;7.64057971014493;6.83188405797101;9.63768115942029;11.7645348837209
3005448411;PG_B4;HDB04;0.23788115942029;2;1;L1G2;211.78;230.666666666667;253.8;288.44;244.020408163265;226.30612244898;209.183673469388;7.96231884057971;7.97101449275362;3.92463768115942;3.87536231884058;3.82028985507246;3.68405797101449;3.08115942028985;10.1507246376812;14.0782608695652;18.9594202898551;9.05797101449275;8.53623188405797;10.0144927536232;15.9797101449275;14.2347826086957;20.4753623188406;13.1652173913043;11.7913043478261;11.7565217391304;9.53913043478261;7.99710144927536;9.16231884057971;6.68604651162791;12.031976744186
3005448415;PG_B4;HDB04;1.09342028985507;1;2;L2G1;1057.42;1367.4375;955.4;847.12;1058.16326530612;1156.40816326531;1226.16326530612;32.7478260869565;15.3536231884058;11.0494186046512;4.14244186046512;1.73546511627907;1.20058139534884;13.8840579710145;51.5130434782609;59.2;65.0376811594203;68.9884057971014;82.1855072463768;80.9594202898551;82.9768115942029;55.9507246376812;63.0898550724638;53.1188405797101;52.1913043478261;53.631884057971;53.0405797101449;46.1623188405797;50.1275362318841;46.2616279069767;49.2005813953488
3005448419;PG_B4;HDB04;0.137904347826087;2;2;L2G2;129.3;130.125;175.04;207.62;106.489795918367;109.673469387755;104.918367346939;1.29855072463768;0.797101449275362;0.553623188405797;0.452173913043478;0.492753623188406;5.73913043478261;17.8608695652174;13.6550724637681;10.1913043478261;6.60579710144928;3.18840579710145;2.79420289855072;3.39710144927536;3.67826086956522;3.93333333333333;2.64927536231884;3.10144927536232;2.31014492753623;2.95942028985507;5.94492753623188;20.5333333333333;13.2470930232558;9.38081395348837;3.21511627906977
3005448423;PG_B4;HDB04;0.142779710144928;1;1;L1G1;132.78;142.75;150.84;133.34;153.816326530612;154.30612244898;131.857142857143;3.57391304347826;1.20869565217391;0.455072463768116;0.139130434782609;0.107246376811594;0.176811594202899;1.0695652173913;18.0782608695652;12.1072463768116;10.3333333333333;3.96521739130435;4.61159420289855;6.3304347826087;3.85797101449275;6.52173913043478;6.42028985507246;7.50144927536232;9.32173913043478;9.01159420289855;12.3333333333333;12.7536231884058;5.62608695652174;3.59011627906977;3.70639534883721
3005448427;PG_B4;HDB04;0.309431884057971;1;2;L2G1;379.9;254.458333333333;377.9;324.64;272.30612244898;273.673469387755;278.877551020408;34.0202898550725;11.7217391304348;6.36811594202899;3.72173913043478;2.8695652173913;0.692753623188406;0.930434782608696;2.15072463768116;11.3304347826087;7.76811594202899;8.84927536231884;10.6289855072464;15.4782608695652;12.6260869565217;9.56521739130435;8.24927536231884;10.6231884057971;10.6985507246377;11.8666666666667;16.7913043478261;26.2695652173913;29.904347826087;29.2202898550725;27.1656976744186
